Code ,Area,Number_FLOE,First_Lang_Other_Eng_Percentage,Number_FLE,First_Lang_Eng_Percentage,Number_UN,Unclassified_Percentage,,,Number_FLOES,First_Lang_Other_Eng_Percentage_Sec,Number_FLES,First_Lang_Eng_Percentage_Sec,Number_UNS,Unclassified_Percentage_Sec,
E09000029,Sutton,"3,089",24,"9,649",76,11,0,"12,750",,"3,347",19,"14,348",81,68,0,"17,765"
E09000030,Tower Hamlets,"14,458",76,"4,563",24,56,0,"19,075",,"11,063",70,"4,665",30,66,0,"15,795"
E09000031,Waltham Forest,"10,399",55,"8,382",45,59,0,"18,840",,"6,812",45,"8,241",55,37,0,"15,090"
E09000032,Wandsworth,"6,553",46,"7,804",54,4,0,"14,360",,"4,796",43,"6,457",57,36,0,"11,290"
E09000033,Westminster,"6,261",72,"2,470",28,13,0,"8,745",,"6,294",64,"3,530",36,87,1,"9,910"
,,,,,,,,,,,,,,,,
UKI1,Inner London,"107,055",56,"83,865",44,805,0,"191,725",,"74,885",50,"75,010",50,940,1,"150,835"
UKI2,Outer London,"156,495",44,"198,565",56,"1,105",0,"356,165",,"112,660",35,"205,365",64,"2,075",1,"320,095"
,,,,,,,,,,,,,,,,
E12000001,North East,"10,075",6,"148,330",94,160,0,"158,565",,"7,280",5,"148,875",95,200,0,"156,355"
E12000002,North West,"66,070",14,"413,640",86,275,0,"479,985",,"40,715",10,"372,000",90,860,0,"413,575"
E12000003,Yorkshire and the Humber,"59,070",16,"301,620",84,320,0,"361,010",,"38,400",12,"278,355",88,460,0,"317,215"
E12000004,East Midlands,"37,620",13,"259,710",87,395,0,"297,720",,"27,595",10,"252,055",90,455,0,"280,100"
E12000005,West Midlands,"78,970",21,"306,050",79,695,0,"385,720",,"55,275",16,"296,240",84,"1,280",0,"352,795"
E12000006,East of England,"49,805",13,"331,605",87,740,0,"382,155",,"35,645",10,"335,790",90,"1,065",0,"372,505"
E12000007,London,"263,550",48,"282,425",52,"1,915",0,"547,890",,"187,540",40,"280,375",60,"3,010",1,"470,930"
E12000008,South East,"68,475",12,"488,380",88,485,0,"557,340",,"48,235",10,"448,670",90,925,0,"497,830"
E12000009,South West,"20,770",7,"299,015",93,255,0,"320,040",,"14,520",5,"297,700",95,450,0,"312,670"
,,,,,,,,,,,,,,,,
E92000001,England,"654,405",19,"2,830,780",81,"5,240",0,"3,490,420",,"455,205",14,"2,710,060",85,"8,710",0,"3,173,975"
